zone_id,throughput,utilization,queue,workers,robots,timestamp
pick-a,113,30,8,3,2,1772554185664
pick-b,60,64.5,24,3,5,1772554185664
pack,125,33.8,6,6,0,1772554185664
stage-out,127,34.0,16,4,0,1772554185664
dock-c,130,48.1,0,8,0,1772554185664
dock-d,123,71.6,29,6,0,1772554185664
dock-a,130,55.6,15,4,0,1772554187664
dock-b,125,78,8,8,0,1772554187664
stage-in,130,46.7,26,3,0,1772554187664
aisle-1-4,128,70.3,9,6,1,1772554187664
aisle-5-8,129,36.8,22,2,5,1772554187664
aisle-9-12,123,49.8,4,2,4,1772554187664
pick-a,117,31.9,5,3,2,1772554187664
pick-b,58,65.1,26,3,5,1772554187664
pack,127,32.4,8,6,0,1772554187664
stage-out,126,34.2,14,4,0,1772554187664
dock-c,130,48.2,0,8,0,1772554187664
dock-d,126,71.7,30,6,0,1772554187664
dock-a,130,54.4,13,4,0,1772554189664
dock-b,126,78,6,8,0,1772554189664
stage-in,130,48.6,25,3,0,1772554189664
aisle-1-4,127,69.3,10,6,1,1772554189664
aisle-5-8,130,38.3,19,2,5,1772554189664
aisle-9-12,122,51.3,4,2,4,1772554189664
pick-a,121,33.3,5,3,2,1772554189664
pick-b,57,63.1,25,3,5,1772554189664
pack,123,32.3,5,6,0,1772554189664
stage-out,130,34.2,15,4,0,1772554189664
dock-c,130,49.7,0,8,0,1772554189664
dock-d,128,70.7,30,6,0,1772554189664
dock-a,130,53.2,13,4,0,1772554191664
dock-b,126,77.6,4,8,0,1772554191664
stage-in,129,49.3,27,3,0,1772554191664
aisle-1-4,123,68.3,13,6,1,1772554191664
aisle-5-8,130,37.4,19,2,5,1772554191664
aisle-9-12,118,53.3,7,2,4,1772554191664
pick-a,124,32.8,2,3,2,1772554191664
pick-b,59,63.0,24,3,5,1772554191664
pack,127,30.5,6,6,0,1772554191664
stage-out,129,33.4,17,4,0,1772554191664
dock-c,129,50.8,0,8,0,1772554191664
dock-d,130,71.1,27,6,0,1772554191664
dock-a,129,52.5,12,4,0,1772554193664
dock-b,128,76.7,1,8,0,1772554193664
stage-in,130,49.1,25,3,0,1772554193664
aisle-1-4,119,68.8,13,6,1,1772554193664
aisle-5-8,130,35.9,17,2,5,1772554193664
aisle-9-12,115,53.5,8,2,4,1772554193664
pick-a,120,31.6,0,3,2,1772554193664
pick-b,61,61.9,21,3,5,1772554193664
pack,124,31.9,9,6,0,1772554193664
stage-out,128,35.3,18,4,0,1772554193664
dock-c,130,49.0,2,8,0,1772554193664
dock-d,130,69.8,29,6,0,1772554193664
dock-a,130,53.0,10,4,0,1772554195664
dock-b,130,75.3,0,8,0,1772554195664
stage-in,130,47.5,23,3,0,1772554195664
aisle-1-4,117,68.4,13,6,1,1772554195664
aisle-5-8,130,35.4,15,2,5,1772554195664
aisle-9-12,119,52.3,10,2,4,1772554195664
pick-a,119,32.6,0,3,2,1772554195664
pick-b,64,62.2,23,3,5,1772554195664
pack,129,31.9,11,6,0,1772554195664
stage-out,127,34.5,21,4,0,1772554195664
dock-c,130,49.1,3,8,0,1772554195664
dock-d,129,70.2,30,6,0,1772554195664
dock-a,130,54.6,8,4,0,1772554197664
dock-b,127,77.3,3,8,0,1772554197664
stage-in,130,49.0,24,3,0,1772554197664
aisle-1-4,118,68.8,11,6,1,1772554197664
aisle-5-8,130,35.1,13,2,5,1772554197664
aisle-9-12,123,51.1,12,2,4,1772554197664
pick-a,115,33.7,3,3,2,1772554197664
pick-b,68,61.7,26,3,5,1772554197664
pack,129,31.7,9,6,0,1772554197664
stage-out,130,34.8,20,4,0,1772554197664
dock-c,130,49.8,2,8,0,1772554197664
dock-d,127,68.7,30,6,0,1772554197664
dock-a,130,55.5,11,4,0,1772554199664
dock-b,130,76.7,0,8,0,1772554199664
stage-in,130,48.9,25,3,0,1772554199664
aisle-1-4,114,70.1,10,6,1,1772554199664
aisle-5-8,130,36.0,16,2,5,1772554199664
aisle-9-12,127,51.5,14,2,4,1772554199664
pick-a,111,32.3,0,3,2,1772554199664
pick-b,65,61.8,23,3,5,1772554199664
pack,130,30.1,8,6,0,1772554199664
stage-out,126,34.7,18,4,0,1772554199664
dock-c,130,48.9,3,8,0,1772554199664
dock-d,126,67.0,27,6,0,1772554199664
dock-a,126,53.7,14,4,0,1772554201664
dock-b,130,77.4,3,8,0,1772554201664
stage-in,130,49.7,28,3,0,1772554201664
aisle-1-4,117,69.1,10,6,1,1772554201664
aisle-5-8,129,37.3,17,2,5,1772554201664
aisle-9-12,130,52.8,11,2,4,1772554201664
pick-a,111,33.8,1,3,2,1772554201664
pick-b,67,60.1,24,3,5,1772554201664
pack,130,30,10,6,0,1772554201664
stage-out,124,33.4,15,4,0,1772554201664
dock-c,129,47.5,2,8,0,1772554201664
dock-d,126,66.1,28,6,0,1772554201664
dock-a,123,52.7,17,4,0,1772554203664
dock-b,128,78,5,8,0,1772554203664
stage-in,130,49.4,26,3,0,1772554203664
aisle-1-4,114,70.4,12,6,1,1772554203664
aisle-5-8,130,35.6,20,2,5,1772554203664
aisle-9-12,129,52.4,11,2,4,1772554203664
pick-a,112,32.2,3,3,2,1772554203664
pick-b,66,58.2,24,3,5,1772554203664
pack,130,31.1,13,6,0,1772554203664
stage-out,123,32.3,14,4,0,1772554203664
dock-c,128,48.3,4,8,0,1772554203664
dock-d,128,65.0,25,6,0,1772554203664
dock-a,127,53.6,17,4,0,1772554205664
dock-b,130,76.4,3,8,0,1772554205664
stage-in,130,47.6,28,3,0,1772554205664
aisle-1-4,112,70.8,10,6,1,1772554205664
aisle-5-8,130,35.6,21,2,5,1772554205664
aisle-9-12,130,53.1,10,2,4,1772554205664
pick-a,108,33.5,3,3,2,1772554205664
pick-b,69,59.9,24,3,5,1772554205664
pack,130,30.1,11,6,0,1772554205664
stage-out,119,32.3,12,4,0,1772554205664
dock-c,130,49.1,1,8,0,1772554205664
dock-d,130,65.5,26,6,0,1772554205664
dock-a,127,55.1,18,4,0,1772554207664
dock-b,130,76.6,5,8,0,1772554207664
stage-in,130,47.5,26,3,0,1772554207664
aisle-1-4,114,71.4,10,6,1,1772554207664
aisle-5-8,130,36.9,19,2,5,1772554207664
aisle-9-12,130,53.4,8,2,4,1772554207664
pick-a,112,31.8,0,3,2,1772554207664
pick-b,72,58.8,21,3,5,1772554207664
pack,126,30,13,6,0,1772554207664
stage-out,116,31.6,10,4,0,1772554207664
dock-c,130,50.8,3,8,0,1772554207664
dock-d,129,63.8,24,6,0,1772554207664
dock-a,126,56.4,16,4,0,1772554209664
dock-b,130,77.4,7,8,0,1772554209664
stage-in,130,46.2,25,3,0,1772554209664
aisle-1-4,117,71.0,11,6,1,1772554209664
aisle-5-8,130,36.2,16,2,5,1772554209664
aisle-9-12,129,51.4,11,2,4,1772554209664
pick-a,116,31.2,0,3,2,1772554209664
pick-b,75,57.5,22,3,5,1772554209664
pack,127,30,14,6,0,1772554209664
stage-out,119,31.4,7,4,0,1772554209664
dock-c,130,49.6,6,8,0,1772554209664
dock-d,130,64.1,21,6,0,1772554209664
dock-a,129,54.7,17,4,0,1772554211664
dock-b,127,78,4,8,0,1772554211664
stage-in,130,48.0,24,3,0,1772554211664
aisle-1-4,117,70.1,9,6,1,1772554211664
aisle-5-8,130,35.2,14,2,5,1772554211664
aisle-9-12,130,51.4,10,2,4,1772554211664
pick-a,118,33.0,1,3,2,1772554211664
pick-b,80,58.7,21,3,5,1772554211664
pack,129,31.1,15,6,0,1772554211664
stage-out,115,32.6,9,4,0,1772554211664
dock-c,130,48.9,3,8,0,1772554211664
dock-d,130,65.7,24,6,0,1772554211664
dock-a,129,54.9,17,4,0,1772554213664
dock-b,126,76.4,1,8,0,1772554213664
stage-in,129,47.1,22,3,0,1772554213664
aisle-1-4,121,68.5,7,6,1,1772554213664
aisle-5-8,126,35.8,14,2,5,1772554213664
aisle-9-12,126,51.3,8,2,4,1772554213664
pick-a,120,32.3,1,3,2,1772554213664
pick-b,80,60.1,24,3,5,1772554213664
pack,125,30,15,6,0,1772554213664
stage-out,119,31.8,11,4,0,1772554213664
dock-c,130,50.1,3,8,0,1772554213664
dock-d,128,64.3,26,6,0,1772554213664
dock-a,130,53.6,19,4,0,1772554215664
dock-b,123,74.9,0,8,0,1772554215664
stage-in,130,45.9,22,3,0,1772554215664
aisle-1-4,121,67.1,7,6,1,1772554215664
aisle-5-8,124,35.1,14,2,5,1772554215664
aisle-9-12,122,52.4,9,2,4,1772554215664
pick-a,122,31.4,1,3,2,1772554215664
pick-b,77,59.7,23,3,5,1772554215664
pack,124,30,13,6,0,1772554215664
stage-out,119,31.5,12,4,0,1772554215664
dock-c,130,51.0,0,8,0,1772554215664
dock-d,129,66.0,23,6,0,1772554215664
dock-a,130,52.0,20,4,0,1772554217664
dock-b,126,75.0,0,8,0,1772554217664
stage-in,130,45.7,19,3,0,1772554217664
aisle-1-4,126,67.1,5,6,1,1772554217664
aisle-5-8,122,35.5,16,2,5,1772554217664
aisle-9-12,120,51.2,7,2,4,1772554217664
pick-a,120,32.6,0,3,2,1772554217664
pick-b,78,58.2,22,3,5,1772554217664
pack,122,31.0,15,6,0,1772554217664
stage-out,120,32.7,11,4,0,1772554217664
dock-c,130,51.7,0,8,0,1772554217664
dock-d,129,64.0,25,6,0,1772554217664
dock-a,130,50.9,21,4,0,1772554219664
dock-b,125,73.4,1,8,0,1772554219664
stage-in,128,47.5,19,3,0,1772554219664
aisle-1-4,130,67.2,7,6,1,1772554219664
aisle-5-8,120,35.4,13,2,5,1772554219664
aisle-9-12,124,50.8,9,2,4,1772554219664
pick-a,121,34.3,2,3,2,1772554219664
pick-b,76,56.4,24,3,5,1772554219664
pack,121,30.6,16,6,0,1772554219664
stage-out,116,34.5,8,4,0,1772554219664
dock-c,130,53.2,3,8,0,1772554219664
dock-d,126,64.9,25,6,0,1772554219664
dock-a,130,51.5,19,4,0,1772554221664
dock-b,128,72.5,2,8,0,1772554221664
stage-in,130,47.9,20,3,0,1772554221664
aisle-1-4,127,66.7,9,6,1,1772554221664
aisle-5-8,124,36.2,11,2,5,1772554221664
aisle-9-12,124,50.8,11,2,4,1772554221664
pick-a,121,32.9,2,3,2,1772554221664
pick-b,74,57.4,26,3,5,1772554221664
pack,117,30,13,6,0,1772554221664
stage-out,120,36.4,11,4,0,1772554221664
dock-c,130,52.8,3,8,0,1772554221664
dock-d,128,63.3,22,6,0,1772554221664
dock-a,130,53.1,20,4,0,1772554223664
dock-b,130,71.4,2,8,0,1772554223664
stage-in,130,46.1,17,3,0,1772554223664
aisle-1-4,129,68.2,8,6,1,1772554223664
aisle-5-8,125,35.2,13,2,5,1772554223664
aisle-9-12,126,51.8,9,2,4,1772554223664
pick-a,120,32.2,1,3,2,1772554223664
pick-b,72,57.1,25,3,5,1772554223664
pack,122,30.2,11,6,0,1772554223664
stage-out,122,36.4,8,4,0,1772554223664
dock-c,126,54.6,5,8,0,1772554223664
dock-d,130,61.9,19,6,0,1772554223664
dock-a,130,52.6,17,4,0,1772554225664
dock-b,129,71.9,0,8,0,1772554225664
stage-in,128,45.7,14,3,0,1772554225664
aisle-1-4,130,67.1,10,6,1,1772554225664
aisle-5-8,124,35.1,15,2,5,1772554225664
aisle-9-12,124,50.7,8,2,4,1772554225664
pick-a,118,33.5,0,3,2,1772554225664
pick-b,68,55.1,27,3,5,1772554225664
pack,122,30.2,14,6,0,1772554225664
stage-out,124,38.3,10,4,0,1772554225664
dock-c,126,56.4,6,8,0,1772554225664
dock-d,128,63.5,20,6,0,1772554225664
dock-a,126,52.7,20,4,0,1772554227664
dock-b,130,73.3,3,8,0,1772554227664
stage-in,127,43.9,16,3,0,1772554227664
aisle-1-4,130,65.3,12,6,1,1772554227664
aisle-5-8,125,33.8,18,2,5,1772554227664
aisle-9-12,123,50.2,11,2,4,1772554227664
pick-a,115,32.6,0,3,2,1772554227664
pick-b,70,56.7,24,3,5,1772554227664
pack,123,30,16,6,0,1772554227664
stage-out,125,37.8,9,4,0,1772554227664
dock-c,123,57.8,8,8,0,1772554227664
dock-d,130,63.4,20,6,0,1772554227664
dock-a,129,52.5,20,4,0,1772554229664
dock-b,130,74.2,6,8,0,1772554229664
stage-in,130,42.1,15,3,0,1772554229664
aisle-1-4,128,66.4,14,6,1,1772554229664
aisle-5-8,122,34.9,15,2,5,1772554229664
aisle-9-12,119,51.8,14,2,4,1772554229664
pick-a,113,31.0,1,3,2,1772554229664
pick-b,68,55.6,23,3,5,1772554229664
pack,127,30,16,6,0,1772554229664
stage-out,124,38.7,10,4,0,1772554229664
dock-c,126,58.0,6,8,0,1772554229664
dock-d,127,64.0,22,6,0,1772554229664
dock-a,130,53.7,21,4,0,1772554231664
dock-b,126,73.4,7,8,0,1772554231664
stage-in,130,43.9,15,3,0,1772554231664
aisle-1-4,130,68.2,17,6,1,1772554231664
aisle-5-8,122,34.4,12,2,5,1772554231664
aisle-9-12,117,53.4,17,2,4,1772554231664
pick-a,115,32.6,3,3,2,1772554231664
pick-b,73,54.1,22,3,5,1772554231664
pack,130,30.7,15,6,0,1772554231664
stage-out,120,38.2,7,4,0,1772554231664
dock-c,124,57.9,4,8,0,1772554231664
dock-d,127,65.9,19,6,0,1772554231664
dock-a,130,55.3,23,4,0,1772554233664
dock-b,125,72.8,10,8,0,1772554233664
stage-in,130,43.1,15,3,0,1772554233664
aisle-1-4,130,66.9,17,6,1,1772554233664
aisle-5-8,120,33.0,13,2,5,1772554233664
aisle-9-12,115,55.0,18,2,4,1772554233664
pick-a,117,33.2,3,3,2,1772554233664
pick-b,70,53.0,25,3,5,1772554233664
pack,130,31.1,18,6,0,1772554233664
stage-out,122,37.8,9,4,0,1772554233664
dock-c,129,57.1,3,8,0,1772554233664
dock-d,129,66.3,18,6,0,1772554233664
dock-a,127,56.5,24,4,0,1772554235664
dock-b,125,72.7,9,8,0,1772554235664
stage-in,130,42.4,14,3,0,1772554235664
aisle-1-4,130,66.4,17,6,1,1772554235664
aisle-5-8,123,34.1,13,2,5,1772554235664
aisle-9-12,114,54.8,20,2,4,1772554235664
pick-a,118,32.0,5,3,2,1772554235664
pick-b,73,51.8,22,3,5,1772554235664
pack,126,32.3,18,6,0,1772554235664
stage-out,120,39.3,9,4,0,1772554235664
dock-c,130,55.7,5,8,0,1772554235664
dock-d,130,64.6,20,6,0,1772554235664
dock-a,126,55.8,24,5,0,1772554237664
dock-b,125,74.0,9,7,0,1772554237664
stage-in,128,42.1,12,3,0,1772554237664
aisle-1-4,130,64.7,19,6,1,1772554237664
aisle-5-8,120,34.8,10,2,5,1772554237664
aisle-9-12,119,56.6,17,2,5,1772554237664
pick-a,122,30.9,3,3,2,1772554237664
pick-b,69,53.4,24,2,5,1772554237664
pack,125,30.4,15,7,0,1772554237664
stage-out,122,37.7,6,5,0,1772554237664
dock-c,130,55.1,3,7,0,1772554237664
dock-d,130,65.7,19,6,0,1772554237664
dock-a,125,54.7,27,5,0,1772554239664
dock-b,126,72.8,9,7,0,1772554239664
stage-in,130,43.5,14,3,0,1772554239664
aisle-1-4,129,62.8,17,6,1,1772554239664
aisle-5-8,120,33.1,12,2,5,1772554239664
aisle-9-12,123,56.4,16,2,5,1772554239664
pick-a,125,30,1,3,2,1772554239664
pick-b,71,52.6,21,2,5,1772554239664
pack,124,30,15,7,0,1772554239664
stage-out,125,37.0,7,5,0,1772554239664
dock-c,130,56.1,4,7,0,1772554239664
dock-d,130,65.0,22,6,0,1772554239664
dock-a,126,54.0,26,5,0,1772554241664
dock-b,130,74.1,6,7,0,1772554241664
stage-in,130,43.5,17,3,0,1772554241664
aisle-1-4,130,61.7,14,6,1,1772554241664
aisle-5-8,121,33.9,11,2,5,1772554241664
aisle-9-12,121,56.7,14,2,5,1772554241664
pick-a,127,30,2,3,2,1772554241664
pick-b,67,51.7,20,2,5,1772554241664
pack,122,32.0,15,7,0,1772554241664
stage-out,126,36.8,7,5,0,1772554241664
dock-c,130,54.4,1,7,0,1772554241664
dock-d,129,63.1,22,6,0,1772554241664
dock-a,122,52.4,25,5,0,1772554243664
dock-b,130,73.8,4,7,0,1772554243664
stage-in,127,44.7,18,3,0,1772554243664
aisle-1-4,130,60.3,12,6,1,1772554243664
aisle-5-8,121,33.9,12,2,5,1772554243664
aisle-9-12,120,54.9,15,2,5,1772554243664
pick-a,125,31.8,3,3,2,1772554243664
pick-b,63,52.6,22,2,5,1772554243664
pack,123,31.2,13,7,0,1772554243664
stage-out,130,35.1,8,5,0,1772554243664
dock-c,130,55.1,0,7,0,1772554243664
dock-d,130,62.1,25,6,0,1772554243664
dock-a,126,50.6,22,5,0,1772554245664
dock-b,128,75.3,1,7,0,1772554245664
stage-in,125,44.3,20,3,0,1772554245664
aisle-1-4,126,59.1,11,6,1,1772554245664
aisle-5-8,119,33.2,14,2,5,1772554245664
aisle-9-12,124,54.4,17,2,5,1772554245664
pick-a,130,31.1,6,3,2,1772554245664
pick-b,59,53.9,19,2,5,1772554245664
pack,122,30,12,7,0,1772554245664
stage-out,130,35.0,11,5,0,1772554245664
dock-c,130,56.9,0,7,0,1772554245664
dock-d,130,60.3,25,6,0,1772554245664
dock-a,126,50.7,24,5,0,1772554247664
dock-b,130,75.8,0,7,0,1772554247664
stage-in,124,45.9,17,3,0,1772554247664
aisle-1-4,124,59.9,12,6,1,1772554247664
aisle-5-8,120,32.7,12,2,5,1772554247664
aisle-9-12,127,54.8,20,2,5,1772554247664
pick-a,130,32.1,6,3,2,1772554247664
pick-b,61,52.6,18,2,5,1772554247664
pack,126,30.6,14,7,0,1772554247664
stage-out,126,33.5,13,5,0,1772554247664
dock-c,126,55.8,0,7,0,1772554247664
dock-d,130,61.0,27,6,0,1772554247664
dock-a,130,52.3,21,5,0,1772554249664
dock-b,130,74.2,1,7,0,1772554249664
stage-in,127,47.5,19,3,0,1772554249664
aisle-1-4,127,60.1,12,6,1,1772554249664
aisle-5-8,119,33.8,12,2,5,1772554249664
aisle-9-12,130,53.0,17,2,5,1772554249664
pick-a,130,31.5,7,3,2,1772554249664
pick-b,64,51.5,20,2,5,1772554249664
pack,130,31.7,13,7,0,1772554249664
stage-out,125,32.8,15,5,0,1772554249664
dock-c,130,55.6,2,7,0,1772554249664
dock-d,129,60.4,29,6,0,1772554249664
dock-a,127,50.6,20,5,0,1772554251664
dock-b,128,73.2,0,7,0,1772554251664
stage-in,130,47.3,17,3,0,1772554251664
aisle-1-4,128,60.3,14,6,1,1772554251664
aisle-5-8,120,32.7,15,2,5,1772554251664
aisle-9-12,126,54.7,20,2,5,1772554251664
pick-a,128,30.2,7,3,2,1772554251664
pick-b,65,53.3,21,2,5,1772554251664
pack,128,32.6,15,7,0,1772554251664
stage-out,124,34.3,18,5,0,1772554251664
dock-c,130,54.1,5,7,0,1772554251664
dock-d,129,59.5,30,6,0,1772554251664
dock-a,130,49.4,21,5,0,1772554253664
dock-b,130,74.3,0,7,0,1772554253664
stage-in,130,47.7,18,3,0,1772554253664
aisle-1-4,124,59.6,16,6,1,1772554253664
aisle-5-8,119,32.6,18,2,5,1772554253664
aisle-9-12,130,55.7,22,2,5,1772554253664
pick-a,125,32.0,10,3,2,1772554253664
pick-b,63,52.0,23,2,5,1772554253664
pack,130,32.1,16,7,0,1772554253664
stage-out,123,35.5,20,5,0,1772554253664
dock-c,130,53.2,2,7,0,1772554253664
dock-d,125,60.9,30,6,0,1772554253664
dock-a,127,51.3,18,5,0,1772554255664
dock-b,126,75.6,3,7,0,1772554255664
stage-in,130,49.5,18,3,0,1772554255664
aisle-1-4,128,59.9,15,6,1,1772554255664
aisle-5-8,122,30.8,17,2,5,1772554255664
aisle-9-12,130,57.3,21,2,5,1772554255664
pick-a,128,30.8,11,3,2,1772554255664
pick-b,65,50.9,24,2,5,1772554255664
pack,127,30.6,18,7,0,1772554255664
stage-out,120,35.9,20,5,0,1772554255664
dock-c,129,53.7,2,7,0,1772554255664
dock-d,122,62.7,28,6,0,1772554255664
dock-a,129,50.2,20,5,0,1772554257664
dock-b,129,74.3,1,7,0,1772554257664
stage-in,126,50.7,15,3,0,1772554257664
aisle-1-4,128,58.0,14,6,1,1772554257664
aisle-5-8,118,31.4,14,2,5,1772554257664
aisle-9-12,130,56.7,18,2,5,1772554257664
pick-a,130,30.4,11,3,2,1772554257664
pick-b,66,51.6,26,2,5,1772554257664
pack,129,30,16,7,0,1772554257664
stage-out,123,36.4,20,5,0,1772554257664
dock-c,130,55.3,5,7,0,1772554257664
dock-d,126,63.9,26,6,0,1772554257664
dock-a,128,50.7,20,5,0,1772554259664
dock-b,126,74.7,3,7,0,1772554259664
stage-in,130,49.1,12,3,0,1772554259664
aisle-1-4,130,58.2,12,6,1,1772554259664
aisle-5-8,122,30.4,14,2,5,1772554259664
aisle-9-12,130,56.3,20,2,5,1772554259664
pick-a,127,31.8,13,3,2,1772554259664
pick-b,62,52.8,28,2,5,1772554259664
pack,130,30.3,17,7,0,1772554259664
stage-out,126,34.5,18,5,0,1772554259664
dock-c,128,53.7,2,7,0,1772554259664
dock-d,130,65.1,28,6,0,1772554259664
dock-a,130,49.8,23,5,0,1772554261664
dock-b,130,74.6,4,7,0,1772554261664
stage-in,126,47.4,14,3,0,1772554261664
aisle-1-4,130,59.5,9,6,1,1772554261664
aisle-5-8,121,30.9,14,2,5,1772554261664
aisle-9-12,128,58.3,22,2,5,1772554261664
pick-a,125,30.8,11,3,2,1772554261664
pick-b,59,54.5,27,2,5,1772554261664
pack,130,30,14,7,0,1772554261664
stage-out,122,35.8,16,5,0,1772554261664
dock-c,130,52.3,2,7,0,1772554261664
dock-d,130,65.8,28,6,0,1772554261664
dock-a,130,49.9,20,5,0,1772554263664
dock-b,130,74.4,3,7,0,1772554263664
stage-in,128,48.3,15,3,0,1772554263664
aisle-1-4,128,58.1,12,6,1,1772554263664
aisle-5-8,117,30,11,2,5,1772554263664
aisle-9-12,130,56.9,24,2,5,1772554263664
pick-a,125,31.7,8,3,2,1772554263664
pick-b,56,53.6,28,2,5,1772554263664
pack,130,30,12,7,0,1772554263664
stage-out,125,34.1,14,5,0,1772554263664
dock-c,130,50.4,0,7,0,1772554263664
dock-d,130,64.4,25,6,0,1772554263664
dock-a,130,51.7,23,5,0,1772554265664
dock-b,127,75.1,2,7,0,1772554265664
stage-in,127,50.2,17,3,0,1772554265664
aisle-1-4,130,58.5,13,6,1,1772554265664
aisle-5-8,119,31.1,12,2,5,1772554265664
aisle-9-12,130,57.2,26,2,5,1772554265664
pick-a,127,32.1,6,3,2,1772554265664
pick-b,61,52.2,27,2,5,1772554265664
pack,126,30,14,7,0,1772554265664
stage-out,121,35.8,14,5,0,1772554265664
dock-c,129,51.9,3,7,0,1772554265664
dock-d,130,63.9,22,6,0,1772554265664
dock-a,130,52.3,23,5,0,1772554267664
dock-b,127,73.3,2,7,0,1772554267664
stage-in,127,50.7,19,3,0,1772554267664
aisle-1-4,127,59.6,10,6,1,1772554267664
aisle-5-8,120,32.4,10,2,5,1772554267664
aisle-9-12,130,55.3,23,2,5,1772554267664
pick-a,128,32.5,9,3,2,1772554267664
pick-b,64,50.9,30,2,5,1772554267664
pack,126,31.6,17,7,0,1772554267664
stage-out,122,36.8,11,5,0,1772554267664
dock-c,130,50.1,0,7,0,1772554267664
dock-d,130,62.6,23,6,0,1772554267664
dock-a,130,50.3,22,5,0,1772554269664
dock-b,123,74.5,2,7,0,1772554269664
stage-in,129,49.0,20,3,0,1772554269664
aisle-1-4,124,60.5,10,6,1,1772554269664
aisle-5-8,121,30.6,12,2,5,1772554269664
aisle-9-12,130,54.1,25,2,5,1772554269664
pick-a,130,30.7,8,3,2,1772554269664
pick-b,60,50.2,29,2,5,1772554269664
pack,124,30,18,7,0,1772554269664
stage-out,123,38.8,9,5,0,1772554269664
dock-c,126,49.1,2,7,0,1772554269664
dock-d,130,63.9,23,6,0,1772554269664
dock-a,130,51.3,20,5,0,1772554271664
dock-b,122,74.0,2,7,0,1772554271664
stage-in,129,48.0,21,3,0,1772554271664
aisle-1-4,124,61.1,7,6,1,1772554271664
aisle-5-8,124,30.0,11,2,5,1772554271664
aisle-9-12,128,55.5,24,2,5,1772554271664
pick-a,128,30,10,3,2,1772554271664
pick-b,65,51.6,30,2,5,1772554271664
pack,122,31.1,17,7,0,1772554271664
stage-out,120,38.0,9,5,0,1772554271664
dock-c,130,49.3,0,7,0,1772554271664
dock-d,130,62.5,22,6,0,1772554271664
dock-a,130,49.3,20,5,0,1772554273664
dock-b,121,74.2,3,7,0,1772554273664
stage-in,130,46.0,23,3,0,1772554273664
aisle-1-4,121,62.6,4,6,1,1772554273664
aisle-5-8,125,30,8,2,5,1772554273664
aisle-9-12,129,53.9,27,2,5,1772554273664
pick-a,125,30.3,13,3,2,1772554273664
pick-b,64,49.9,30,2,5,1772554273664
pack,122,30.4,16,7,0,1772554273664
stage-out,117,36.4,8,5,0,1772554273664
dock-c,130,50.1,0,7,0,1772554273664
dock-d,130,61.0,23,6,0,1772554273664
dock-a,130,49.2,20,5,0,1772554275664
dock-b,117,72.9,4,7,0,1772554275664
stage-in,126,47.9,25,3,0,1772554275664
aisle-1-4,118,63.0,6,6,1,1772554275664
aisle-5-8,126,30,7,2,5,1772554275664
aisle-9-12,127,54.0,26,2,5,1772554275664
pick-a,127,30,12,3,2,1772554275664
pick-b,68,48.2,30,2,5,1772554275664
pack,121,31.4,16,7,0,1772554275664
stage-out,119,38.1,11,5,0,1772554275664
dock-c,130,51.8,0,7,0,1772554275664
dock-d,126,61.5,26,6,0,1772554275664
dock-a,130,47.8,19,5,0,1772554277664
dock-b,122,72.4,3,7,0,1772554277664
stage-in,124,46.3,23,3,0,1772554277664
aisle-1-4,116,61.5,5,6,1,1772554277664
aisle-5-8,127,30,5,2,5,1772554277664
aisle-9-12,124,54.7,28,2,5,1772554277664
pick-a,127,30.7,11,3,2,1772554277664
pick-b,69,49.0,30,2,5,1772554277664
pack,121,33.0,16,7,0,1772554277664
stage-out,122,37.4,11,5,0,1772554277664
dock-c,128,51.4,0,7,0,1772554277664
dock-d,126,60.2,24,6,0,1772554277664
dock-a,130,46.4,16,5,0,1772554279664
dock-b,118,71.9,4,7,0,1772554279664
stage-in,127,45.9,23,3,0,1772554279664
aisle-1-4,117,62.4,4,6,1,1772554279664
aisle-5-8,130,30,2,2,5,1772554279664
aisle-9-12,121,52.9,30,2,5,1772554279664
pick-a,124,30,10,3,2,1772554279664
pick-b,73,49.4,30,2,5,1772554279664
pack,119,31.9,15,7,0,1772554279664
stage-out,123,35.8,8,5,0,1772554279664
dock-c,130,53.1,0,7,0,1772554279664
dock-d,130,60.3,21,6,0,1772554279664
dock-a,130,47.4,19,5,0,1772554281664
dock-b,120,73.6,5,7,0,1772554281664
stage-in,123,45.8,22,3,0,1772554281664
aisle-1-4,119,62.0,6,6,1,1772554281664
aisle-5-8,127,30,0,2,5,1772554281664
aisle-9-12,117,53.8,30,2,5,1772554281664
pick-a,125,30,12,3,2,1772554281664
pick-b,71,47.7,29,2,5,1772554281664
pack,115,33.7,14,7,0,1772554281664
stage-out,126,37.6,10,5,0,1772554281664
dock-c,126,53.8,1,7,0,1772554281664
dock-d,130,60.4,21,6,0,1772554281664
dock-a,126,48.1,21,5,0,1772554283664
dock-b,118,74.6,7,7,0,1772554283664
stage-in,120,44.8,20,3,0,1772554283664
aisle-1-4,115,63.0,6,6,1,1772554283664
aisle-5-8,124,31.9,3,2,5,1772554283664
aisle-9-12,118,52.2,29,2,5,1772554283664
pick-a,130,30,12,3,2,1772554283664
pick-b,69,47.2,27,2,5,1772554283664
pack,114,33.8,17,7,0,1772554283664
stage-out,125,37.9,10,5,0,1772554283664
dock-c,127,52.9,2,7,0,1772554283664
dock-d,128,61.2,22,6,0,1772554283664
dock-a,127,48.0,18,5,0,1772554285664
